Imputation,Hyperparameter,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1,std_test_roc_auc,mean_test_roc_auc
knn,15,0.1,0.1,3.0,100.0,0.7585476550680788,0.023114589113203375,0.7580275289435404,0.022333735731028412,0.7598077451249656,0.03234013765123127,0.7587200536367853,0.024845768841831765,0.018880786701392694,0.8420067746955965
knn,20,0.1,0.1,3.0,200.0,0.767624810892587,0.01310523923008033,0.7632746341333851,0.017177680618291582,0.7767847660899021,0.013056080009486767,0.7698420606299029,0.01154426137859794,0.008737759604852458,0.8510757118007873
mice,20,0.01,0.1,3.0,300.0,0.7667170953101362,0.010671825772192672,0.7639962412360224,0.004852603544684789,0.7719051542616497,0.024254799963098005,0.7677849396926606,0.013836717253055617,0.011292304814743864,0.8528169916689553
mice,50,0.1,0.1,6.0,100.0,0.7603630862329803,0.018369875021676873,0.764834094241561,0.018965538702954924,0.752577130824865,0.030844534448101844,0.7583407325594154,0.02029666974216418,0.017860661820231744,0.8525313558546186
mice,100,0.01,0.1,3.0,100.0,0.7630862329803328,0.01691698729015962,0.7638281934053817,0.019164049796009747,0.7622502975373067,0.015117823935154106,0.7629881187941313,0.016139522404716493,0.018410086726642537,0.8497793646434129
mice,200,0.01,0.1,3.0,200.0,0.7633888048411498,0.01760645873037964,0.7659379177028458,0.014641285666618424,0.7586413988830907,0.026467987193567254,0.7621625468942059,0.019456061865937273,0.015952606316446342,0.8503597912661357
mean,0,0.01,0.1,3.0,200.0,0.7721633888048411,0.011059405072615498,0.7700761596431185,0.014539145251753462,0.7767444841160853,0.018594768249169166,0.7732079269253139,0.011442448474614435,0.012104031704175932,0.8566749061613109
knn,3,0.1,0.1,3.0,300.0,0.7579425113464447,0.01700873745543744,0.756373814290038,0.017006262375021362,0.7616790259086332,0.029198922807333185,0.7587267208427186,0.018693698978037795,0.01890068155048327,0.8460496200677469
knn,5,0.1,0.1,6.0,100.0,0.7709531013615735,0.02073445288836531,0.7758231759643164,0.02366134621229005,0.7628728371326557,0.02242200622768559,0.7691582507951826,0.020496281902470773,0.014051601182748352,0.8535365742012267
knn,10,0.1,0.1,3.0,200.0,0.7742813918305598,0.008197408280873883,0.7797681163982185,0.013693729509275781,0.7652659525771308,0.015854957972261653,0.7722538041486574,0.00828886741636108,0.00876606700114086,0.8558198297171107
knn,15,0.1,0.1,3.0,200.0,0.7642965204236006,0.006517597346002413,0.7643509216820481,0.005865284683850868,0.7646745399615491,0.0222750104336485,0.764291276394194,0.009879762571513271,0.005470781163148165,0.8539320699441546
knn,20,0.1,0.1,3.0,200.0,0.7694402420574887,0.011973590884967859,0.7646950266923332,0.01581540814320317,0.7791760505355672,0.016065340070329327,0.7717157186764176,0.011503540462002892,0.011758945496661224,0.8536537581250572
mice,20,0.1,0.1,3.0,200.0,0.7751891074130106,0.009256918935418069,0.7765857926737668,0.012828073271745132,0.7731392474594891,0.006642574995788745,0.7748128101040489,0.008273774217102082,0.005965006891331343,0.8573871646983431
mice,50,0.1,0.1,3.0,200.0,0.7776096822995461,0.01258495270383385,0.7753096180570654,0.010579293653241824,0.7821917055753913,0.028539114444449565,0.778452272840514,0.015284318748469115,0.014372604273720883,0.859274924471299
mice,100,0.1,0.1,3.0,300.0,0.7615733736762481,0.02104125706591678,0.7609300690980905,0.022925327416693158,0.7634660807470475,0.01727276936711251,0.7621645908354069,0.019746886236266966,0.014314829026806229,0.8519820562116636
mice,200,0.01,0.1,9.0,100.0,0.7667170953101362,0.019025972674447802,0.777835483624923,0.023348666137150753,0.7477268149775703,0.023741401897020568,0.7622373810329085,0.019002427229806666,0.014963378224395208,0.8507113430376272
mean,0,0.1,0.1,3.0,300.0,0.7781370608956815,0.019497653875033695,0.7771869384645893,0.02206177633044911,0.7808566925588203,0.028578915374753266,0.7786917500882562,0.020020850150681863,0.013409941215353457,0.8664601012456468
knn,3,0.1,0.1,6.0,100.0,0.780779054916986,0.013629658860396965,0.7875678861255531,0.025093245462637456,0.7712850388382303,0.02697365430065979,0.7786837747671125,0.012975736061359783,0.013648743764299942,0.8589388088656355
knn,5,0.01,0.1,6.0,100.0,0.764626752557787,0.02563103063386447,0.7705310393340249,0.033106303358487944,0.7559664527749634,0.025545914008320424,0.7627693019244672,0.02372917675976245,0.016393203718582734,0.8556144487389563
knn,10,0.1,0.1,3.0,200.0,0.7675431209913969,0.025086087351365714,0.7656765419088127,0.03225382833082023,0.7734267702352808,0.02544569106819802,0.7690970634897074,0.022620003559945413,0.02082097844702571,0.8572217635850418
knn,15,0.01,0.1,6.0,100.0,0.776270472822197,0.028001510883113423,0.7838001906275007,0.027979288583256056,0.7638579308792075,0.042087735386269684,0.7731648905205397,0.03010240273475981,0.024481727323333344,0.8615265053574183
knn,20,0.1,0.1,3.0,200.0,0.774951230123644,0.024998124150375996,0.7756954937842708,0.03225448507206732,0.7760722728807835,0.032702131428491515,0.7752514042760164,0.023899473940970077,0.021702256039172,0.8594328266285938
mice,20,0.1,0.1,9.0,200.0,0.7797229590333039,0.01305834239177977,0.7941717601762831,0.010870222104779228,0.7554373522458628,0.026548423641025568,0.7740872611472336,0.01590133748310947,0.01927042177174741,0.8609741900437612
mice,50,0.1,0.1,3.0,300.0,0.7784002077105525,0.02771333060637324,0.7777464174743645,0.02836672124327035,0.7803163345716537,0.03545849518300949,0.7787354979629683,0.028467563682855333,0.024004272951109094,0.8645387986207529
mice,100,0.01,0.1,3.0,200.0,0.7654197016265982,0.020628305771521745,0.7661931436674376,0.02897724415473401,0.7665259484408421,0.03192638180054059,0.7656839959764996,0.019530551588711136,0.020651658023576092,0.8504865723541846
mice,200,0.01,0.1,6.0,100.0,0.7813123657951244,0.02546211593745366,0.7877106598215244,0.030042134986479316,0.7713188112124281,0.02602272059143218,0.7792130120167622,0.02492293757194282,0.024953270421894172,0.8572298195173349
mean,0,0.1,0.1,3.0,100.0,0.7873963201549409,0.020057918264500218,0.7851694299156545,0.025499964357810233,0.792983789260385,0.032014813546363784,0.7885049017001919,0.020298427775702538,0.015459991399156396,0.871866138102207
