imputation_type,hyperparameter,mean arterial pressure,heart rate,respiratory rate,PCO2 (Arterial),PO2 (Arterial),FiO2,arterial pH,sodium,potassium,creatinine,hematocrit,white blood cell,HCO3 (serum)
mean,0,28.025106317911423,18.039049281114075,5.510308323102225,11.000315270935962,111.73433994182189,22.558598109810976,0.13776493362127834,6.90452465250379,0.8103810426130751,0.823294190575507,1.8151737120648919,6.205594778702259,6.618879395248291
knn,3,33.383944153577666,18.53290870488323,6.149659863945578,10.260536398467433,96.23857302118172,18.827282728272827,0.12323118279569904,7.031090723751275,0.8081927710843374,0.7477911646586346,1.9760517799352753,7.260494623655913,5.987975951903808
knn,5,31.99738219895288,17.910191082802545,5.714965986394557,10.054022988505748,90.79264214046823,18.596699669967,0.12184516129032262,6.886238532110093,0.7767228915662652,0.715843373493976,1.8482847896440127,6.910516129032259,5.870941883767535
knn,10,30.22198952879581,17.240764331210194,5.524829931972789,9.726436781609195,89.71070234113712,18.44719471947195,0.12238064516129035,6.807339449541286,0.7632530120481927,0.6953313253012049,1.8417572815533982,6.533483870967742,5.88877755511022
knn,15,29.24223385689354,16.99723991507431,5.451020408163266,9.74712643678161,87.80222965440358,18.806380638063807,0.12243010752688174,6.775637104994906,0.7574297188755018,0.681285140562249,1.824774541531823,6.33868817204301,5.954575818303273
knn,20,28.62238219895288,16.797770700636942,5.328571428571428,9.617672413793104,88.04046822742474,18.709636963696372,0.1228967741935484,6.761162079510706,0.7575662650602409,0.6780873493975902,1.8301990291262138,6.219193548387097,5.981462925851703
mice,20,28.605814343073607,15.745357677116337,4.9995238183524116,8.674058603705642,85.02208115047415,19.238523483168994,0.10846916767716834,6.844007285491087,0.7159217694339833,0.7062179900511873,1.791839294757656,6.093882822646094,5.292327354065434
mice,50,28.605814343073607,15.745357677116337,4.9995238183524116,8.674058603705642,85.02208115047415,19.238523483168994,0.10846916767716834,6.844007285491087,0.7159217694339833,0.7062179900511873,1.791839294757656,6.093882822646094,5.292327354065434
mice,100,28.605814343073607,15.745357677116337,4.9995238183524116,8.674058603705642,85.02208115047415,19.238523483168994,0.10846916767716834,6.844007285491087,0.7159217694339833,0.7062179900511873,1.791839294757656,6.093882822646094,5.292327354065434
mice,200,28.605814343073607,15.745357677116337,4.9995238183524116,8.674058603705642,85.02208115047415,19.238523483168994,0.10846916767716834,6.844007285491087,0.7159217694339833,0.7062179900511873,1.791839294757656,6.093882822646094,5.292327354065434
