imputation_type,hyperparameter,mean arterial pressure,heart rate,respiratory rate,PCO2 (Arterial),PO2 (Arterial),FiO2,arterial pH,sodium,potassium,creatinine,hematocrit,white blood cell,HCO3 (serum),average_normalised_mae
mean,0,0.768577985942441,0.36071368941140064,0.42901409660558687,0.44906024545970236,0.32097103870078614,0.40187788404732616,0.3637638193646519,0.4958131793185876,0.45271890676437315,0.9339759734988653,0.34223970817575616,0.46675538532883176,0.3433577374625279,0.47144920385237205
knn,3,0.9474073549432996,0.4352113242449833,0.5674603174603176,0.5168851807707588,0.3859696289256021,0.34436853002070383,0.448101265822786,0.6349607182940524,0.5317015279632102,0.7458246346555325,0.4626386358327494,0.5294018611117125,0.4086047446722959,0.5352719788244618
knn,5,0.8763179639728972,0.3984895644830498,0.4973421926910299,0.47867591288330275,0.3563495639727516,0.3311826086956522,0.4069338959212382,0.5812850729517399,0.49000445037828205,0.6781663187195549,0.41551506657323056,0.4911963980345046,0.37049457177322076,0.49015027546541956
knn,10,0.78075878839389,0.3599710459645313,0.45402823920265784,0.44594213890995765,0.3245833790881104,0.32381490683229813,0.374901547116738,0.5460157126823798,0.45886070315976846,0.623721294363257,0.38493903293622983,0.4680289484887186,0.34628468033775645,0.45321926288279185
knn,15,0.7476025214250301,0.348225358909398,0.43424234034699144,0.4313034998374689,0.31689872227418286,0.3208703933747411,0.36594936708860837,0.5261878039655822,0.44665183207239284,0.6032823010902344,0.3650913338005139,0.45297169368862356,0.3423482106956173,0.43858656758226044
knn,20,0.7276589465731756,0.34345156231149715,0.42169504429678845,0.4256988839527576,0.31498263842871155,0.3221658385093166,0.3592967651195508,0.5169402356902358,0.4377748108589229,0.5912447807933195,0.35607708479327255,0.4420593689344908,0.3425392038600724,0.43089116647093173
knn,30,0.7079317861667886,0.33725499658181524,0.4068613879660391,0.4178098024343555,0.3074777821113337,0.3204066252587991,0.3547304266291616,0.5100729517396188,0.43527963210206194,0.5791086754813269,0.3455463676711049,0.4370040863644346,0.33624045034177724,0.42274807468066283
mice,20,0.7686510691365375,0.35653212661732886,0.4239109558037477,0.5018375339075848,0.30488364263007117,0.3430338196797878,0.43058670314155995,0.5355178865130507,0.4633985594447196,0.894152022666447,0.3637223262834178,0.4481023977082096,0.38933977814020687,0.47874375551328224
mice,50,0.7686510691365375,0.35653212661732886,0.4239109558037477,0.5018375339075848,0.30488364263007117,0.3430338196797878,0.43058670314155995,0.5355178865130507,0.4633985594447196,0.894152022666447,0.3637223262834178,0.4481023977082096,0.38933977814020687,0.47874375551328224
mice,100,0.7686510691365375,0.35653212661732886,0.4239109558037477,0.5018375339075848,0.30488364263007117,0.3430338196797878,0.43058670314155995,0.5355178865130507,0.4633985594447196,0.894152022666447,0.3637223262834178,0.4481023977082096,0.38933977814020687,0.47874375551328224
mice,200,0.7686510691365375,0.35653212661732886,0.4239109558037477,0.5018375339075848,0.30488364263007117,0.3430338196797878,0.43058670314155995,0.5355178865130507,0.4633985594447196,0.894152022666447,0.3637223262834178,0.4481023977082096,0.38933977814020687,0.47874375551328224
