imputation_type,hyperparameter,mean arterial pressure,heart rate,respiratory rate,PCO2 (Arterial),PO2 (Arterial),FiO2,arterial pH,sodium,potassium,creatinine,hematocrit,white blood cell,HCO3 (serum)
mean,0,16.14013770479126,9.739269614107817,3.432112772844695,4.939662700056726,69.65071539807059,20.093894202366307,0.03273874374281862,1.9832527172743504,0.31690323473506127,0.560385584099319,0.8555992704393904,3.7807186211635364,1.7167886873126394
knn,3,19.895554453809293,11.75070575461455,4.53968253968254,5.6857369884783475,83.75540947685566,17.218426501035193,0.040329113924050676,2.5398428731762097,0.37219106957424725,0.4474947807933194,1.1565965895818735,4.2881550750048705,2.0430237233614794
knn,5,18.40267724343084,10.759218241042344,3.9787375415282393,5.26543504171633,77.3278553820871,16.55913043478261,0.03662405063291138,2.3251402918069597,0.34300311526479754,0.40689979123173287,1.0387876664330764,3.9786908240794863,1.8524728588661037
knn,10,16.39593455627169,9.719218241042345,3.6322259136212627,4.905363528009534,70.43459326211996,16.190745341614907,0.03374113924050637,2.1840628507295192,0.321202492211838,0.37423277661795407,0.9623475823405746,3.79103448275862,1.7314234016887822
knn,15,15.699652949925632,9.402084690553746,3.4739387227759315,4.744338498212158,68.76702273349768,16.043519668737055,0.0329354430379747,2.1047512158623287,0.31265628245067506,0.3619693806541406,0.9127283345012848,3.6690707188778497,1.7117410534780866
knn,20,15.280837878036689,9.273192182410423,3.3735603543743076,4.682687723480334,68.3512325390304,16.10829192546583,0.03233670886075952,2.0677609427609434,0.3064423676012461,0.35474686847599163,0.8901927119831814,3.5806808883693746,1.712696019300362
mice,20,16.141672451867286,9.62636741866788,3.3912876464299817,5.520212872983432,66.15975045072544,17.15169098398939,0.038752803282740333,2.1420715460522026,0.3243789916113038,0.5364912135998681,0.9093058157085444,3.629629421436497,1.9466988907010343
mice,50,16.141672451867286,9.62636741866788,3.3912876464299817,5.520212872983432,66.15975045072544,17.15169098398939,0.038752803282740333,2.1420715460522026,0.3243789916113038,0.5364912135998681,0.9093058157085444,3.629629421436497,1.9466988907010343
mice,100,16.141672451867286,9.62636741866788,3.3912876464299817,5.520212872983432,66.15975045072544,17.15169098398939,0.038752803282740333,2.1420715460522026,0.3243789916113038,0.5364912135998681,0.9093058157085444,3.629629421436497,1.9466988907010343
mice,200,16.141672451867286,9.62636741866788,3.3912876464299817,5.520212872983432,66.15975045072544,17.15169098398939,0.038752803282740333,2.1420715460522026,0.3243789916113038,0.5364912135998681,0.9093058157085444,3.629629421436497,1.9466988907010343
knn,25,14.856083292017848,9.176547231270359,3.2980509413067556,4.6493921334922526,67.31355792933442,16.01421118012422,0.03211189873417722,2.0519865319865325,0.3052336448598131,0.34940292275574114,0.8748381219341276,3.556842080654588,1.6931483715319664
knn,30,14.866567509502563,9.105884907709012,3.254891103728313,4.5959078267779105,66.72267871815941,16.020331262939955,0.03192573839662449,2.040291806958475,0.30469574247144343,0.3474652052887961,0.8638659191777622,3.539733099551919,1.6812022517088863
knn,35,14.796784474821166,9.074229874360167,3.2397563676633445,4.596475395879448,66.29099659584458,15.979708961845605,0.03166166365280291,2.0337662337662348,0.3030654205607477,0.34708768267223383,0.8556181799979977,3.5298388578108044,1.6706875753920385
knn,40,14.723971244422412,9.007247557003257,3.2036129568106313,4.59149284862932,66.06135990139688,15.946065217391302,0.031551265822784856,2.024943883277217,0.3017165109034268,0.34505871607515654,0.8519236159775753,3.520840151957919,1.6619873341375149
knn,50,14.653931581556769,8.95201302931596,3.1919601328903657,4.57253873659118,65.63160230073953,15.911808695652171,0.03132417721518991,2.007194163860831,0.30005233644859813,0.3470553235908142,0.8514940434477924,3.494696201052016,1.645114595898673
knn,25,14.856083292017848,9.176547231270359,3.2980509413067556,4.6493921334922526,67.31355792933442,16.01421118012422,0.03211189873417722,2.0519865319865325,0.3052336448598131,0.34940292275574114,0.8748381219341276,3.556842080654588,1.6931483715319664
knn,30,14.866567509502563,9.105884907709012,3.254891103728313,4.5959078267779105,66.72267871815941,16.020331262939955,0.03192573839662449,2.040291806958475,0.30469574247144343,0.3474652052887961,0.8638659191777622,3.539733099551919,1.6812022517088863
knn,35,14.796784474821166,9.074229874360167,3.2397563676633445,4.596475395879448,66.29099659584458,15.979708961845605,0.03166166365280291,2.0337662337662348,0.3030654205607477,0.34708768267223383,0.8556181799979977,3.5298388578108044,1.6706875753920385
knn,40,14.723971244422412,9.007247557003257,3.2036129568106313,4.59149284862932,66.06135990139688,15.946065217391302,0.031551265822784856,2.024943883277217,0.3017165109034268,0.34505871607515654,0.8519236159775753,3.520840151957919,1.6619873341375149
knn,50,14.653931581556769,8.95201302931596,3.1919601328903657,4.57253873659118,65.63160230073953,15.911808695652171,0.03132417721518991,2.007194163860831,0.30005233644859813,0.3470553235908142,0.8514940434477924,3.494696201052016,1.645114595898673
knn,60,14.500049578582054,8.895830618892509,3.183019564414913,4.5638259833134684,65.44895918926322,15.846792960662523,0.031161603375527445,1.9928544706322486,0.2984350986500519,0.3444850382741823,0.8531511329128707,3.48422618351841,1.6397466827503016
knn,70,14.40279764855868,8.890079106561192,3.162933080208828,4.558002724331687,65.4459795750675,15.811133984028391,0.031175316455696215,1.985113035113036,0.2985910102358701,0.34311437518640026,0.8539123035338871,3.4776226100025047,1.639402033430984
knn,80,14.366360932077345,8.863973941368078,3.1509413067552603,4.5508641239570915,65.24763763352506,15.779209627329191,0.031115427215189926,1.985837542087542,0.2990233644859813,0.3437937108559499,0.8511518920812894,3.4747980713033315,1.6374396863691194
knn,90,14.379529554343634,8.843061889250814,3.1235634305401754,4.566441530923057,65.16180954989501,15.776361628709454,0.03100464135021099,1.9855530614789874,0.29862028383523714,0.3433617490141499,0.8493194736432297,3.471643872978765,1.6347540544162982
knn,100,14.338567178978682,8.837980456026058,3.1152436323366564,4.560119189511323,64.74902218570254,15.7821850931677,0.031010379746835483,1.9859932659932664,0.29855825545171344,0.342633611691023,0.8481030133146461,3.468625482174167,1.6312726176115806
