imputation_type,hyperparameter,mean arterial pressure,heart rate,respiratory rate,PCO2 (Arterial),PO2 (Arterial),FiO2,arterial pH,sodium,potassium,creatinine,hematocrit,white blood cell,HCO3 (serum)
mean,0,117.36309471411805,48.86401044995347,19.06160768758104,28.472380064541184,165.3141610125779,22.483620292101566,0.13235124328376885,10.62199130870512,1.6861966590135378,2.6972564043397806,4.2070257320093996,20.110171844804785,9.211873006988075
knn,3,116.52083333333333,44.223844282238446,18.021186440677965,26.437997724687147,140.44444444444446,17.163398692810457,0.12034848484848479,10.717105263157897,1.5846567967698517,2.5520954759922287,3.9111856823266224,19.634027777777774,9.246696035242291
knn,5,116.51119791666667,44.28126520681265,18.049152542372884,26.56996587030717,134.61935483870968,16.858823529411765,0.11828181818181815,10.698355263157898,1.5861911170928666,2.552922564529559,3.950469798657719,19.649819444444443,9.211453744493392
knn,10,116.45924479166668,44.67688564476886,18.08029661016949,26.605972696245733,129.3967741935484,16.725490196078432,0.11708636363636364,10.679934210526318,1.5917900403768506,2.5661698584512904,3.9652013422818797,19.617354166666665,9.029074889867841
knn,15,116.44131944444445,44.84525547445255,18.109604519774013,26.654266211604096,129.5835125448029,17.048366013071895,0.11625757575757573,10.641557017543859,1.5978914311350385,2.5741604218706633,3.974765100671141,19.59659259259259,8.940088105726872
knn,20,116.46542968749999,44.841970802919704,18.1573093220339,26.68088737201365,130.75053763440863,17.119607843137256,0.11582272727272726,10.621957236842107,1.6014199192462988,2.580849292256453,3.9748271812080542,19.584180555555555,8.923348017621146
mice,20,116.74085766030707,44.38366023238067,17.961099825282727,25.079448686785458,126.61498944185864,16.465320057153303,0.1037316912232836,10.568600005490536,1.5547372255981367,2.5567771408117723,3.900826053010136,19.374190294484848,8.039487906626523
mice,50,116.74085766030707,44.38366023238067,17.961099825282727,25.079448686785458,126.61498944185864,16.465320057153303,0.1037316912232836,10.568600005490536,1.5547372255981367,2.5567771408117723,3.900826053010136,19.374190294484848,8.039487906626523
mice,100,116.74085766030707,44.38366023238067,17.961099825282727,25.079448686785458,126.61498944185864,16.465320057153303,0.1037316912232836,10.568600005490536,1.5547372255981367,2.5567771408117723,3.900826053010136,19.374190294484848,8.039487906626523
mice,200,116.74085766030707,44.38366023238067,17.961099825282727,25.079448686785458,126.61498944185864,16.465320057153303,0.1037316912232836,10.568600005490536,1.5547372255981367,2.5567771408117723,3.900826053010136,19.374190294484848,8.039487906626523
