imputation_type,hyperparameter,mean arterial pressure,heart rate,respiratory rate,PCO2 (Arterial),PO2 (Arterial),FiO2,arterial pH,sodium,postassium,creatinine,hematocrit,white blood cell,average_nrmse
mean,0,0.1229870732046007,0.05625187159395828,0.04271105485081012,0.05263369415372865,0.1673487619013839,0.30520447430774084,0.1079151261663247,0.08955388070375483,0.1102790125855266,0.10769045931927704,0.1524725762890606,0.022264732489333156,0.11144272646379162
knn,3,0.14893359526986744,0.05967369215382242,0.04492263208018846,0.059152039076969816,0.17731788817254976,0.32638785063473763,0.11428384662012732,0.09830959909637464,0.11536837737566494,0.11246637561506051,0.17107223602377836,0.031181816801672455,0.1215891624100678
knn,5,0.14035972500958663,0.0572758833605359,0.04363486071626156,0.0550157093568384,0.1675091693884281,0.3144086507149432,0.1091773285166556,0.09552542162395779,0.1117075518982382,0.10994536229598727,0.16200092986761314,0.026392356850303462,0.11607941246661242
knn,10,0.13396361333546367,0.055877627437637085,0.042621002002996795,0.052708726081973016,0.16343738978070088,0.30270610078900745,0.10462343345534375,0.0923157314368934,0.10813259805419706,0.10331347916460837,0.15789747721620806,0.02397651802022727,0.11179780806460475
knn,15,0.13128202516033982,0.05561265518132741,0.042539706782008094,0.052557246499888466,0.15971487734810996,0.29471474270730164,0.10301589578419776,0.09097876421108399,0.10666281660875633,0.10254218344016944,0.15451983923434953,0.02312680168164286,0.10977229621993127
knn,20,0.1300636649494419,0.05531401699602812,0.04236817587706798,0.05176733301559675,0.15804673626169954,0.29066611209029675,0.10266834315384922,0.09056948133341894,0.10585738045626501,0.10123734017077358,0.15373550067759192,0.022583481181877342,0.1087397971803256
mice,50,0.12266228181772133,0.05401422380834823,0.040583967209221465,0.050446978094724676,0.15673874671332513,0.28795073589202813,0.10498565830178132,0.086456858033025,0.1012871823176358,0.0968920232523917,0.15109946559337037,0.021946635849729286,0.10625539640694187
mice,100,0.12266228181772133,0.05401422380834823,0.040583967209221465,0.050446978094724676,0.15673874671332513,0.28795073589202813,0.10498565830178132,0.086456858033025,0.1012871823176358,0.0968920232523917,0.15109946559337037,0.021946635849729286,0.10625539640694187
mice,200,0.12266228181772133,0.05401422380834823,0.040583967209221465,0.050446978094724676,0.15673874671332513,0.28795073589202813,0.10498565830178132,0.086456858033025,0.1012871823176358,0.0968920232523917,0.15109946559337037,0.021946635849729286,0.10625539640694187
