imputation_type,hyperparameter,mean arterial pressure,heart rate,respiratory rate,PCO2 (Arterial),PO2 (Arterial),FiO2,arterial pH,sodium,potassium,creatinine,hematocrit,white blood cell,HCO3 (serum)
mean,0,23.407169184714302,16.100351677523054,5.0544786334889436,7.679658762012845,109.38434134514236,22.485157107594897,0.05466166189787913,3.1759076499159997,0.5074496139640393,0.7409693524067688,1.4817645468488871,5.471351783952588,2.8678208445500277
knn,3,29.55451000926582,17.997795114282194,5.882737962749884,9.117157401082954,116.56932918395574,21.88665495274824,0.06273712721139485,3.818378144703823,0.5944037012890395,0.9161512760023719,1.7269154078648723,6.559908047765842,3.2957119741100325
knn,5,27.792844788103626,17.105533518200374,5.575961758123653,8.602510760030444,111.31766943291842,21.675674968946318,0.059288937875780386,3.576241749435903,0.5643614192154803,0.8761804288214494,1.621016720749734,6.16209804948376,3.1231622746185854
knn,10,26.081396392613602,16.375801452513254,5.305467089359451,8.098424137606413,108.29128630705395,21.784716968252113,0.05616421589117816,3.385740705594568,0.5328983436290338,0.8006827901997946,1.548311945566743,5.840362265254245,2.9693828016643553
knn,15,25.18203241458527,16.0984577475291,5.186589270796262,7.949093598544822,106.91581373905025,21.876010500590425,0.05518183779023718,3.303973134265409,0.52305357096758,0.7755250734485849,1.5262868497145297,5.702018338093963,2.9106911696717526
knn,20,24.714700815857313,15.965619948623882,5.1395432998121695,7.856431472569739,106.0441130705394,21.96034175131355,0.054660195360810314,3.2661686805423757,0.5166507328557931,0.7686213943628173,1.516105601892989,5.623659808631672,2.8878467406380026
mice,20,24.601788203089658,16.317285520035412,5.07478897690492,7.516744943145949,106.82339048517927,21.741169325903815,0.05561710237004712,3.2797902993005827,0.5176812458917501,0.7070401436916101,1.529013717021162,5.79364722156762,2.865382720002876
mice,50,24.601788203089658,16.317285520035412,5.07478897690492,7.516744943145949,106.82339048517927,21.741169325903815,0.05561710237004712,3.2797902993005827,0.5176812458917501,0.7070401436916101,1.529013717021162,5.79364722156762,2.865382720002876
mice,100,24.601788203089658,16.317285520035412,5.07478897690492,7.516744943145949,106.82339048517927,21.741169325903815,0.05561710237004712,3.2797902993005827,0.5176812458917501,0.7070401436916101,1.529013717021162,5.79364722156762,2.865382720002876
mice,200,24.601788203089658,16.317285520035412,5.07478897690492,7.516744943145949,106.82339048517927,21.741169325903815,0.05561710237004712,3.2797902993005827,0.5176812458917501,0.7070401436916101,1.529013717021162,5.79364722156762,2.865382720002876
