imputation_type,hyperparameter,mean arterial pressure,heart rate,respiratory rate,PCO2 (Arterial),PO2 (Arterial),FiO2,arterial pH,sodium,potassium,creatinine,hematocrit,white blood cell,HCO3 (serum),average_normalised_mae
mean,0,5.588718795910383,1.8097781648130915,2.38270096094763,2.5883981876855624,0.7618164101962115,0.44967240584203133,1.4705693698196562,2.65549782717628,2.408852370019339,4.495427340566302,1.6828102928037598,2.482737264790715,1.842374601397615,2.355334922459121
knn,3,5.548611111111111,1.6379201586014238,2.2526483050847457,2.4034543386079226,0.6472094214029699,0.34326797385620916,1.3372053872053886,2.6792763157894743,2.2637954239569305,4.253492459987049,1.564474272930649,2.423954046639232,1.8493392070484582,2.2465114170939664
knn,5,5.548152281746032,1.6400468595115796,2.2561440677966105,2.415451442755197,0.6203656905009662,0.3371764705882353,1.314242424242426,2.6745888157894746,2.265987310132666,4.254870940882599,1.5801879194630877,2.4259036351165983,1.8422907488986784,2.2442622005710886
knn,10,5.545678323412699,1.6546994683247727,2.2600370762711863,2.418724790567794,0.5962984985877806,0.33450980392156865,1.300959595959598,2.6699835526315794,2.2739857719669287,4.276949764085485,1.586080536912752,2.421895576131688,1.8058149779735682,2.2419705951344158
knn,15,5.544824735449735,1.6609353879426871,2.2637005649717516,2.423115110145827,0.5971590439852668,0.3409673202614379,1.2917508417508434,2.6603892543859646,2.2827020444786257,4.29026736978444,1.5899060402684564,2.419332418838592,1.7880176211453744,2.242543673339154
knn,20,5.545972842261905,1.6608137334414705,2.2696636652542375,2.4255352156376047,0.6025370397899015,0.3423921568627451,1.2869191919191938,2.6554893092105267,2.287742741780426,4.301415487094089,1.5899308724832217,2.4178000685871064,1.7846696035242293,2.243913994449743
mice,20,5.559088460014623,1.6438392678659508,2.245137478160341,2.2799498806168597,0.5834792140177818,0.32930640114306603,1.152574346925375,2.642150001372634,2.2210531794259087,4.261295234686288,1.5603304212040545,2.39187534499813,1.6078975813253045,2.190613600904332
mice,50,5.559088460014623,1.6438392678659508,2.245137478160341,2.2799498806168597,0.5834792140177818,0.32930640114306603,1.152574346925375,2.642150001372634,2.2210531794259087,4.261295234686288,1.5603304212040545,2.39187534499813,1.6078975813253045,2.190613600904332
mice,100,5.559088460014623,1.6438392678659508,2.245137478160341,2.2799498806168597,0.5834792140177818,0.32930640114306603,1.152574346925375,2.642150001372634,2.2210531794259087,4.261295234686288,1.5603304212040545,2.39187534499813,1.6078975813253045,2.190613600904332
mice,200,5.559088460014623,1.6438392678659508,2.245137478160341,2.2799498806168597,0.5834792140177818,0.32930640114306603,1.152574346925375,2.642150001372634,2.2210531794259087,4.261295234686288,1.5603304212040545,2.39187534499813,1.6078975813253045,2.190613600904332
knn,25,5.55189236111111,1.66639632333063,2.275625,2.427179646292274,0.6078033794162826,0.3347372549019608,1.29418181818182,2.6555921052631586,2.2898750240338392,4.312039966694423,1.5842883221476511,2.413676783264746,1.7829779735682816,2.245866612169706
knn,30,5.5531187996031734,1.6736955934036226,2.277480579096045,2.4268383493639463,0.6097913879391507,0.33924183006535946,1.2960774410774427,2.6540570175438596,2.289719925655322,4.32032102877232,1.5892187919463088,2.417594450160038,1.7826431718061673,2.2484460281871352
knn,35,5.55048185941043,1.676754335148496,2.279592917675545,2.42858029342671,0.6033426065535477,0.33742296918767506,1.296940836940838,2.6520441729323307,2.291207734776279,4.3266167082986415,1.5903179290508151,2.4197167107583777,1.786230333543109,2.2491730313617535
knn,40,5.550382874503969,1.6809070018924035,2.282375529661017,2.4306856965560035,0.6020365690500968,0.3359823529411765,1.297575757575759,2.654245476973684,2.2918621418957885,4.3329274215931175,1.5928583892617447,2.4207672110768184,1.7866519823788547,2.2507121850277256
knn,50,5.549976438492062,1.6845417680454178,2.28427436440678,2.4347843623952836,0.6111292800158565,0.3353701960784313,1.3008686868686878,2.65154605263158,2.2898211882330317,4.34239800166528,1.5958115436241613,2.420781207133059,1.7807753303964755,2.2524675707681623
knn,25,5.55189236111111,1.66639632333063,2.275625,2.427179646292274,0.6078033794162826,0.3347372549019608,1.29418181818182,2.6555921052631586,2.2898750240338392,4.312039966694423,1.5842883221476511,2.413676783264746,1.7829779735682816,2.245866612169706
knn,30,5.5531187996031734,1.6736955934036226,2.277480579096045,2.4268383493639463,0.6097913879391507,0.33924183006535946,1.2960774410774427,2.6540570175438596,2.289719925655322,4.32032102877232,1.5892187919463088,2.417594450160038,1.7826431718061673,2.2484460281871352
knn,35,5.55048185941043,1.676754335148496,2.279592917675545,2.42858029342671,0.6033426065535477,0.33742296918767506,1.296940836940838,2.6520441729323307,2.291207734776279,4.3266167082986415,1.5903179290508151,2.4197167107583777,1.786230333543109,2.2491730313617535
knn,40,5.550382874503969,1.6809070018924035,2.282375529661017,2.4306856965560035,0.6020365690500968,0.3359823529411765,1.297575757575759,2.654245476973684,2.2918621418957885,4.3329274215931175,1.5928583892617447,2.4207672110768184,1.7866519823788547,2.2507121850277256
knn,50,5.549976438492062,1.6845417680454178,2.28427436440678,2.4347843623952836,0.6111292800158565,0.3353701960784313,1.3008686868686878,2.65154605263158,2.2898211882330317,4.34239800166528,1.5958115436241613,2.420781207133059,1.7807753303964755,2.2524675707681623
knn,60,5.5519210896164015,1.6883121564386772,2.289759887005649,2.436495501085945,0.6133012899922369,0.3397712418300653,1.302247474747476,2.6518297697368434,2.2908895725181053,4.349433342584884,1.5951874720357941,2.421434970850481,1.7755653450807638,2.254319162578717
knn,70,5.552333120748299,1.6911919566420783,2.289701876513317,2.4389122822569926,0.6114421627131601,0.34054901960784323,1.305822510822513,2.6507753759398507,2.2938198698052568,4.355830458744697,1.5974467881112178,2.421518959435627,1.774197608558842,2.2556570761461305
knn,80,5.552283296130952,1.694597639001532,2.292012049788135,2.440081058020478,0.6128010257172588,0.3414730392156862,1.307039141414143,2.6513260690789475,2.2929797154393383,4.361207674160423,1.5986333892617448,2.423098904749658,1.7738105726872249,2.2570264288204247
knn,90,5.553579006834216,1.699223013226798,2.2937823681732583,2.4410194091081463,0.6088636726513937,0.3408823529411763,1.3069809203142553,2.653134137426901,2.295030870131811,4.366836278409968,1.5977118568232662,2.4233372866178944,1.7740381791483113,2.2580322578313385
knn,100,5.553615451388889,1.7025259079030368,2.2963665254237284,2.4418771331058022,0.6097928744859026,0.34119411764705876,1.3072171717171737,2.6521504934210527,2.297711978465679,4.371178184845962,1.5958936912751676,2.4234834104938274,1.7742026431718059,2.2590161217957756
