imputation_type,hyperparameter,mean arterial pressure,heart rate,respiratory rate,PCO2 (Arterial),PO2 (Arterial),FiO2,arterial pH,sodium,potassium,creatinine,hematocrit,white blood cell,HCO3 (serum)
mean,0,43.3762548023299,21.216457683690063,6.758639415161407,14.549147531115555,111.90753222286581,21.801510721247567,0.18908715049282976,8.51994027075771,1.0840344559139021,0.6458822362417171,2.5898115259151857,7.554139280635293,8.563875931492808
knn,3,49.24458874458875,19.980198019801982,6.4941520467836265,13.090909090909093,90.84920634920634,20.810185185185187,0.16786871270247244,8.455723542116631,1.0041269841269842,0.7698924731182797,2.78494623655914,8.89640522875817,7.226262626262627
knn,5,46.164935064935065,19.82178217821782,6.305263157894736,13.046753246753246,88.4452380952381,19.666666666666668,0.16706393861892588,8.50280777537797,1.0017142857142858,0.6322580645161292,2.6511290322580643,8.34156862745098,7.372121212121213
knn,10,45.12532467532468,19.233663366336632,6.3807017543859645,13.125324675324675,89.33690476190478,17.895833333333332,0.16645780051150896,8.37904967602592,0.9930000000000001,0.5866666666666668,2.606370967741935,7.987254901960784,7.442424242424242
knn,15,44.90995670995671,19.28910891089109,6.3345029239766095,13.074458874458875,87.20714285714286,18.180555555555557,0.16667519181585688,8.35550755939525,0.9864126984126984,0.5521863799283154,2.6303225806451613,8.079934640522875,7.571515151515151
knn,20,44.34448051948051,19.140594059405938,6.200877192982458,12.968181818181819,86.48273809523809,18.27777777777778,0.16697953964194373,8.379805615550758,0.9883095238095239,0.5526344086021505,2.6313709677419355,8.132647058823528,7.623787878787878
mice,20,43.97178843151668,18.015286924209168,6.005641151771419,10.728532489379399,85.82768636297398,18.3496088826725,0.1483524884393836,8.42204221771137,0.9377766958956119,0.5570068386763782,2.5041888006693105,8.29298839091982,6.7243112548516
mice,50,43.97178843151668,18.015286924209168,6.005641151771419,10.728532489379399,85.82768636297398,18.3496088826725,0.1483524884393836,8.42204221771137,0.9377766958956119,0.5570068386763782,2.5041888006693105,8.29298839091982,6.7243112548516
mice,100,43.97178843151668,18.015286924209168,6.005641151771419,10.728532489379399,85.82768636297398,18.3496088826725,0.1483524884393836,8.42204221771137,0.9377766958956119,0.5570068386763782,2.5041888006693105,8.29298839091982,6.7243112548516
mice,200,43.97178843151668,18.015286924209168,6.005641151771419,10.728532489379399,85.82768636297398,18.3496088826725,0.1483524884393836,8.42204221771137,0.9377766958956119,0.5570068386763782,2.5041888006693105,8.29298839091982,6.7243112548516
knn,25,44.364155844155846,19.276039603960395,6.270877192982457,12.879999999999999,85.96190476190476,18.33888888888889,0.1671427109974426,8.408812095032397,0.9874857142857143,0.5560430107526882,2.6247419354838706,8.109647058823528,7.635030303030303
knn,30,43.78051948051949,19.314851485148512,6.258187134502924,12.848701298701297,85.31626984126983,18.51851851851852,0.16758141517476566,8.394888408927288,0.9950793650793651,0.5438709677419354,2.6199462365591395,8.083562091503268,7.653535353535353
knn,35,43.89202226345083,19.14059405940594,6.24235588972431,12.798144712430428,86.4190476190476,18.40674603174603,0.16815126050420187,8.377661215674173,0.9944897959183674,0.5400000000000001,2.6045161290322585,8.12044817927171,7.670216450216451
knn,40,43.95909090909091,19.27450495049505,6.298026315789473,12.772727272727273,86.44494047619048,18.367916666666666,0.1682007672634272,8.36760259179266,0.9923214285714285,0.5343817204301075,2.5941330645161287,8.013480392156865,7.698636363636364
knn,50,43.880519480519474,19.422376237623762,6.3007017543859645,12.787012987012986,86.08095238095237,18.12361111111111,0.16865421994884924,8.3577969762419,0.9889428571428571,0.5310752688172043,2.585774193548387,7.940137254901961,7.718484848484847
knn,25,44.364155844155846,19.276039603960395,6.270877192982457,12.879999999999999,85.96190476190476,18.33888888888889,0.1671427109974426,8.408812095032397,0.9874857142857143,0.5560430107526882,2.6247419354838706,8.109647058823528,7.635030303030303
knn,30,43.78051948051949,19.314851485148512,6.258187134502924,12.848701298701297,85.31626984126983,18.51851851851852,0.16758141517476566,8.394888408927288,0.9950793650793651,0.5438709677419354,2.6199462365591395,8.083562091503268,7.653535353535353
knn,35,43.89202226345083,19.14059405940594,6.24235588972431,12.798144712430428,86.4190476190476,18.40674603174603,0.16815126050420187,8.377661215674173,0.9944897959183674,0.5400000000000001,2.6045161290322585,8.12044817927171,7.670216450216451
knn,40,43.95909090909091,19.27450495049505,6.298026315789473,12.772727272727273,86.44494047619048,18.367916666666666,0.1682007672634272,8.36760259179266,0.9923214285714285,0.5343817204301075,2.5941330645161287,8.013480392156865,7.698636363636364
knn,50,43.880519480519474,19.422376237623762,6.3007017543859645,12.787012987012986,86.08095238095237,18.12361111111111,0.16865421994884924,8.3577969762419,0.9889428571428571,0.5310752688172043,2.585774193548387,7.940137254901961,7.718484848484847
knn,60,43.826731601731595,19.434653465346535,6.3277777777777775,12.846536796536798,85.96507936507935,18.20949074074074,0.1692817561807333,8.34589632829374,0.9914920634920636,0.5311827956989249,2.5832526881720432,7.903006535947713,7.76989898989899
knn,70,43.86883116883118,19.5015558698727,6.3005012531328335,12.87365491651206,86.21598639455783,18.07952380952381,0.16969930580928036,8.332058006788028,0.9897142857142859,0.52605222734255,2.582062211981567,7.925588235294117,7.80926406926407
knn,80,43.73506493506493,19.4664603960396,6.2809210526315775,12.876866883116882,86.93333333333332,18.176215277777775,0.1701460997442457,8.324757019438445,0.9910654761904762,0.5309543010752689,2.5733366935483866,7.9259926470588224,7.835151515151515
