imputation_type,hyperparameter,mean arterial pressure,heart rate,respiratory rate,PCO2 (Arterial),PO2 (Arterial),FiO2,arterial pH,sodium,potassium,creatinine,hematocrit,white blood cell,HCO3 (serum),average_normalised_mae
mean,0,2.8951078076663057,0.4181946995339647,0.6082093918208942,0.5503652010098355,0.3169094961325775,0.7673605590790795,0.3685835940379407,0.4998139841502127,0.5583230797551004,3.06530601441693,0.35120316593592993,0.6757373369721199,0.3801056498885091,0.8811707677230307
knn,3,3.141732970027248,0.6291237375600109,0.854977016001699,0.8309865332863869,0.4609995985202916,0.752788555764165,0.6479524927377364,1.0110298197065921,0.8422119315312191,2.6249210938526626,0.5993006714276574,0.867253419576771,0.6258759918223772,1.06839644860114
knn,5,2.981308748711015,0.5434703803873878,0.7576534248503992,0.7218297039488348,0.3989245633314997,0.7504066456038676,0.5552324637627266,0.8549044635812362,0.7254043258269408,2.5564145897077033,0.5152625009768512,0.7765413746362297,0.5340973542329763,0.9747269645813591
knn,10,2.8585911918761484,0.47282134175796076,0.6605599321974039,0.6283588508394273,0.3490882562519467,0.749321767198309,0.47860563773351095,0.6994804004648653,0.613162644565995,2.4769173912411744,0.4399701021614515,0.6932935612724171,0.4504779381232331,0.8900499242833727
knn,15,2.8165731130733285,0.44124918250964335,0.622741696555012,0.5852246980667205,0.3328889994419506,0.7507557161225488,0.45252678814868513,0.6463684127374929,0.5774150004996119,2.4703042977584255,0.41083867735065843,0.6686069858810922,0.4215519210051652,0.8613111914731028
knn,20,2.8005001195085812,0.4254547218852122,0.6001308186821447,0.5678790528596293,0.32511803214210677,0.7532183479260471,0.43863219815847765,0.6147088685779484,0.5501941682087271,2.4572747096329954,0.3980403884398326,0.655859241419625,0.40560632363149896,0.8455859223902175
mice,20,3.038459836618042,0.466107611380099,0.7629474767727906,0.5971251769450878,0.33109665628062696,0.6915978177932023,0.4922605905099833,0.7410869017508783,0.6445463660593126,2.919898152767909,0.38569725293322654,0.7195974578676455,0.38995730722434385,0.9369522003771653
mice,50,3.038459836618042,0.466107611380099,0.7629474767727906,0.5971251769450878,0.33109665628062696,0.6915978177932023,0.4922605905099833,0.7410869017508783,0.6445463660593126,2.919898152767909,0.38569725293322654,0.7195974578676455,0.38995730722434385,0.9369522003771653
mice,100,3.038459836618042,0.466107611380099,0.7629474767727906,0.5971251769450878,0.33109665628062696,0.6915978177932023,0.4922605905099833,0.7410869017508783,0.6445463660593126,2.919898152767909,0.38569725293322654,0.7195974578676455,0.38995730722434385,0.9369522003771653
mice,200,3.038459836618042,0.466107611380099,0.7629474767727906,0.5971251769450878,0.33109665628062696,0.6915978177932023,0.4922605905099833,0.7410869017508783,0.6445463660593126,2.919898152767909,0.38569725293322654,0.7195974578676455,0.38995730722434385,0.9369522003771653
