reference,timestamp,mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1,mean_test_roc_auc,std_test_roc_auc,gen_lr,disc_lr,dropout,l2_reg,n_critic,batch_size,alpha,beta,noise_level,gen_Layers,disc_layers
raw_2,20250811_160138,0.8488064086586672,0.00019018867468151575,0.8488064086586672,0.00019018867468151575,1.0,0.0,0.9182209604005823,0.00011127908292647615,0.8192911607743231,0.00394663752351364,0.5,0.0001,0.1,0.0001,4,256,70,10,20,1,2
raw_2,20250811_160453,0.8743256647134297,0.002119447004108082,0.8917103386682829,0.002850264578730092,0.9697198275862069,0.0023460712345988242,0.9290742133113714,0.0011041696499916273,0.8352702730832127,0.007613789058457937,0.3,0.0001,0.1,0.0001,5,256,70,10,10,1,2
raw_2,20250811_160757,0.8638067161397446,0.0015770592668205607,0.863832280642705,0.001769391578639703,0.9966594827586206,0.000987624072188741,0.9255025115956993,0.0007656480671061795,0.8331752355635214,0.006653594741633546,0.4,1e-05,0.1,0.0001,5,256,70,10,10,1,2
raw_2,20250811_161056,0.874142389257657,0.000692767862137763,0.8840682322184467,0.001487470549145012,0.9802801724137933,0.0024947924359461477,0.9296876218937941,0.0004610689483970929,0.842425116489407,0.00779004744498413,0.0001,0.0001,0.1,0.0001,5,64,70,10,10,3,2
raw_2,20250811_165146,0.866642361019599,0.002592787792690588,0.8679231453106043,0.0017500439174468977,0.9941810344827585,0.0011999492161271436,0.9267711497442603,0.0013903541778881583,0.8250567994377571,0.009929374082996512,0.0001,0.001,0.1,0.0001,5,64,70,10,5,4,2
raw_2,20250811_173229,0.8684716015078704,0.0016512292342592586,0.8708867410466464,0.0010423287893828361,0.9921336206896552,0.0017574899170581947,0.9275636303152993,0.0009328008785509594,0.825990815015453,0.010320530217417159,0.0001,0.0001,0.2,0.001,5,64,70,10,10,3,2
raw_2,20250811_181410,0.8766118597334076,0.001831004615141295,0.889433167207514,0.0017878995428821996,0.975969827586207,0.004026194330230483,0.9306862271634495,0.0011734661989572283,0.8427877637585356,0.0096537930944202,0.0001,0.0001,0.1,0.0001,5,64,80,10,10,1,2
raw_2,20250811_185315,0.8725867860111588,0.004049579815312439,0.8902588733216719,0.0010659662382054849,0.9693965517241379,0.0064240769658572856,0.9281306420285864,0.0025400035775073,0.8371017824220957,0.006839927986112595,0.0001,0.001,0.1,0.0001,4,64,50,10,5,4,2
raw_2,20250811_192411,0.8692027371254326,0.003724833828476733,0.8770399864621783,0.0011689772302651738,0.9838362068965516,0.003779240930334105,0.9273712592440919,0.002158451898542362,0.8346779168521342,0.010242982150406138,0.3,1e-05,0.05,1e-05,3,8,40,10,5,6,4
raw_2,20250811_201301,0.8772523825600078,0.0030541087439265326,0.888758187093015,0.003555257886202046,0.977801724137931,0.003498423077747391,0.931145477997184,0.0016412745725908559,0.8452143126888219,0.009052554647643795,0.3,0.0001,0.1,0.001,4,256,70,10,10,1,4
raw_2,20250811_201644,0.8751484171417981,0.0012145889786744175,0.8841156719279685,0.001183869394689041,0.981573275862069,0.002691809482068281,0.9302954764675146,0.0007689749713724423,0.8454809770470092,0.009069955221384792,0.2,0.01,0.05,0.001,2,32,90,10,20,4,5
raw_2,20250811_204251,0.8692027371254326,0.003724833828476733,0.8770399864621783,0.0011689772302651738,0.9838362068965516,0.003779240930334105,0.9273712592440919,0.002158451898542362,0.8346779168521342,0.010242982150406138,0.3,0.001,0.2,1e-05,2,32,90,10,15,5,4
raw_2,20250811_210815,0.8488064086586672,0.00019018867468151575,0.8488064086586672,0.00019018867468151575,1.0,0.0,0.9182209604005823,0.00011127908292647615,0.8141229658747597,0.004971487105438776,0.4,1e-05,0.2,0.01,2,256,50,10,5,4,5
raw_2,20250811_220031,0.8733192603218469,0.0005121857902922603,0.877936019355315,0.0011935268998148722,0.9881465517241379,0.0020727784549214733,0.9297840764080494,0.0003544946270031643,0.8328581447483481,0.01013186963860574,0.1,1e-05,0.1,0.001,4,256,70,10,5,1,4
raw_2,20250811_220408,0.8752398247818034,0.003036488322153522,0.8929800889506602,0.0025181506794945893,0.9691810344827585,0.003239934564304493,0.929515805968794,0.001721837695756666,0.8304374873724221,0.010921866122428792,0.1,1e-05,0.2,0.01,1,64,20,10,5,3,1
raw_2,20250811_224343,0.8488064086586672,0.00019018867468151575,0.8488064086586672,0.00019018867468151575,1.0,0.0,0.9182209604005823,0.00011127908292647615,0.7859226078434622,0.00944832845656814,0.1,1e-05,0.2,0.0001,2,8,90,10,5,6,6
raw_2,20250811_234849,0.8713064933728415,0.0032507389763843254,0.8909597240461886,0.0014892290458957706,0.9667025862068966,0.0052282368408224835,0.927277083851678,0.0020356823873199557,0.827606550122014,0.012345672209886817,0.1,1e-05,0.1,0.01,5,128,10,10,5,6,1
raw_2,20250811_235148,0.8488064086586672,0.00019018867468151575,0.8488064086586672,0.00019018867468151575,1.0,0.0,0.9182209604005823,0.00011127908292647615,0.8226031253847464,0.003383435985361472,0.1,0.01,0.1,1e-05,1,32,40,10,5,3,6
raw_2,20250812_021257,0.8700264099053252,0.004198273192200474,0.8912219855384151,0.004186155479899183,0.9646551724137931,0.005646798494212885,0.9264661423202029,0.0024054790445050735,0.8288238723178235,0.011810453749037275,0.1,1e-05,0.2,1e-05,1,64,40,10,5,5,4
