reference,timestamp,mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1,mean_test_roc_auc,std_test_roc_auc,gen_lr,disc_lr,dropout,l2_reg,n_critic,batch_size,alpha,beta,noise_level,gen_Layers,disc_layers
raw_10,20250815_102749,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7757522970142129,0.014963834611404417,0.3,0.01,0.3,0.0001,2,256,30,10,15,2,5
raw_10,20250815_103620,0.9180354366180066,0.0016265114953699345,0.9275193743796478,0.0011377891389564585,0.9871197295854829,0.0009718199810530516,0.9563914861863825,0.0008570416600606615,0.8311119879468574,0.00886149314600556,0.01,0.0001,0.3,0.001,3,256,10,10,20,6,2
raw_10,20250815_105407,0.917517071086764,0.0016731176372431187,0.9285401427553573,0.0005236330873017432,0.9852339441380538,0.0015671742071193834,0.9560468401683402,0.0009162972749154709,0.828552238598179,0.006326425060416486,0.0001,0.001,0.1,0.001,2,32,40,10,20,6,5
raw_10,20250815_131052,0.9175819061357465,0.0019112572965466728,0.9262315906440983,0.0014276393393857399,0.988187155310443,0.0010226015202419363,0.9562062303977307,0.001000607800599715,0.8395798745981086,0.0064663863625682005,0.0001,0.001,0.3,1e-05,1,128,20,10,20,4,1
raw_10,20250815_134438,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7779017841771412,0.014551273326380272,0.3,0.01,0.3,0.0001,3,8,50,10,5,4,5
raw_10,20250815_145547,0.9172902979741184,0.0011490147930578597,0.9281223426660722,0.0009530949713430934,0.9854830101405444,0.0005348975761741148,0.9559426949919949,0.0005967382737397176,0.8212628087461956,0.005932703741109198,0.5,0.01,0.05,0.01,1,8,50,10,10,3,1
raw_10,20250815_153020,0.9145041960687449,0.0008250173053686748,0.9148915117427183,0.000772941826313913,0.9990393168475361,8.715494548240419e-05,0.9551154154010687,0.0004148034406479092,0.8185611970234291,0.00975335044834662,0.01,0.0001,0.3,0.001,3,128,10,10,20,6,2
raw_10,20250815_155107,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7603505289224503,0.01407339718732566,0.4,0.0001,0.2,0.001,3,256,10,10,20,6,2
raw_10,20250815_155525,0.91813265508158,0.0006967628304875753,0.9197524432572497,0.0006385698759438414,0.9970823696851093,0.0006017269000280187,0.9568572955948506,0.00036300694757867576,0.819357692461893,0.011058222703168473,0.0001,0.001,0.05,1e-05,2,64,20,10,5,4,4
raw_10,20250815_170351,0.9169663168932536,0.0014595788382290161,0.9210415681650617,0.0011213338454385726,0.9940224159402243,0.0005348975761740941,0.956141107938753,0.0007522534413251236,0.8380421254572157,0.007118271183914185,0.0001,0.001,0.3,1e-05,2,128,60,10,10,4,4
raw_10,20250815_174318,0.9158972076638545,0.0009325889372099716,0.916855413490605,0.0008256780752936214,0.9981497954100694,0.0005466035045627927,0.9557767753527324,0.0004753772485177217,0.8212549714951471,0.005616448300384452,0.2,0.0001,0.05,0.001,3,256,10,10,5,6,2
raw_10,20250815_174737,0.9183269608168029,0.0011045823464256508,0.9253801759809802,0.000808077438988271,0.9901441024728695,0.0012809108699519437,0.956666526352598,0.0005965432135465285,0.8411343328340013,0.005057664229794515,0.5,0.001,0.05,1e-05,3,128,100,10,10,4,1
raw_10,20250815_175244,0.9182945616591811,0.0022032878759378777,0.9277986827686323,0.00187380577917367,0.9870841487279843,0.0010226015202419363,0.9565225177239325,0.001141060160756046,0.8376173871883557,0.007041519537569055,0.01,0.0001,0.3,0.001,4,256,90,10,5,6,2
raw_10,20250815_181601,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7858295858830464,0.019661973032233063,0.2,0.001,0.05,1e-05,4,64,70,10,5,4,3
raw_10,20250815_183114,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.8043026428412278,0.00602652564651361,0.3,0.001,0.3,1e-05,4,64,100,10,10,4,1
