reference,timestamp,mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1,mean_test_roc_auc,std_test_roc_auc,learning_rate,latent_dimensions,n_latent_samples,dropout,l2_reg,batch_size,encoder_layers_count,decoder_layers_count
raw_10,20250811_193047,0.9182298000776761,0.0011397075756591846,0.9290538671769738,0.0007124862818170831,0.9854474292830456,0.0013236844147118424,0.956419364813516,0.0006247557234264506,0.8283074474598966,0.0056469137779136275,0.001,16,5,0.3,0.0001,64,4,2
raw_10,20250811_194048,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.8194901500764427,0.006039104252368514,1e-05,16,20,0.05,0.0001,128,3,3
raw_10,20250811_195505,0.9196876362264144,0.0018277148986017883,0.9283599649818781,0.0017255418882413253,0.9880448318804482,0.0008524567550764014,0.9572718493613511,0.0009379663390065899,0.8497247875642511,0.005312577592362743,0.01,8,20,0.05,1e-05,32,1,2
raw_10,20250811_200332,0.9177438389517325,0.0010590421458263038,0.9209089324678846,0.0005107123103003934,0.9951254225226828,0.0009043419339718116,0.9565796140818799,0.0005667824033334889,0.8439905618784536,0.007083893209380661,0.0001,32,10,0.1,1e-05,128,1,1
raw_10,20250811_201208,0.9202708263112855,0.0018655711407086276,0.9284298523861836,0.0013804382990396235,0.9886497064579256,0.0009639720465500127,0.957593422225764,0.0009772064356235034,0.8503127895120459,0.005328733704018978,0.01,8,50,0.3,0.001,32,2,5
raw_10,20250811_203145,0.9200116173072794,0.0017747876750264246,0.928985916299726,0.0017075592057483272,0.9876534424479629,0.0006121562189676312,0.9574207952784594,0.0009063676097031226,0.8492901950194567,0.004857003619345027,0.0001,16,10,0.3,0.0001,64,3,2
raw_10,20250811_204606,0.9192017013388554,0.0019327278399633066,0.9286084207418739,0.0013070748115908953,0.9871553104429818,0.0009573829601190926,0.9569869181435842,0.0010167358061039125,0.8479208559461702,0.004253068078165279,0.01,16,40,0.05,0.0001,256,4,1
raw_10,20250811_204953,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.8253897865478184,0.008221750113482425,1e-05,4,10,0.05,0.001,128,5,4
raw_10,20250811_210533,0.9152169145643031,0.0007620632566535858,0.9159547393781068,0.0007539849243087285,0.9985056039850561,0.000266262756575283,0.9554501720991375,0.00038237088694539846,0.8384015042286105,0.007824901688150419,0.01,16,5,0.3,0.001,256,5,5
raw_10,20250811_210943,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7654448044056892,0.01876031358965384,0.01,8,40,0.3,0.0001,256,2,5
raw_10,20250811_220047,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7889468208267907,0.018993835592632378,0.01,32,50,0.3,0.001,64,4,1
raw_10,20250811_220647,0.9164479566096879,0.0009820106797065094,0.9174744100597291,0.0009010472106105419,0.9980074719800747,0.0002614648364472639,0.95604774891614,0.0004940471927768659,0.8286174383491847,0.007355040087347522,0.001,16,5,0.05,0.001,256,1,3
raw_10,20250811_221043,0.9169662854071918,0.002553798456272075,0.9292216020141799,0.00168309950907776,0.9837395481231097,0.001532870252875878,0.9557028904506486,0.0013526896340829541,0.8365317718724794,0.0051017083365206,0.001,4,50,0.1,1e-05,64,1,4
raw_10,20250811_222105,0.9180678620140134,0.0016773902580548004,0.9205498082411424,0.0015509776082583057,0.9959793631026509,0.0001814274866960452,0.9567795590911683,0.0008489965609970803,0.836342599544144,0.0053575210715068105,1e-05,4,20,0.2,1e-05,32,1,4
raw_10,20250811_225209,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.8267385341218227,0.006964233677503758,1e-05,4,30,0.3,0.0001,128,2,5
raw_10,20250811_230420,0.9199143831006751,0.0019355613884982055,0.9290374743270136,0.001949617314032635,0.9874755381604696,0.0007597991995752732,0.9573641257581207,0.0009845243483563534,0.8482546267948082,0.004564220793801413,0.001,4,5,0.3,0.0001,256,2,3
raw_10,20250811_230837,0.9172255626309983,0.0012305120129465325,0.9288072840069539,0.000970267687929633,0.9845579078455791,0.0006502638990392093,0.9558700770514923,0.0006458329941890867,0.8278835329838872,0.006296812733029186,0.0001,4,5,0.2,0.001,32,4,1
raw_10,20250811_233503,0.9180354156272987,0.0012689957377457622,0.9210709679714052,0.0006519294359623713,0.9952677459526773,0.0008902327701972487,0.9567328384653921,0.0006729961680770386,0.8456025063435021,0.0055430701240379845,0.001,32,40,0.2,0.0001,64,2,5
raw_10,20250811_234523,0.9151197380821451,0.0010961813102365304,0.9158110659473,0.0009486491250266557,0.9985767657000533,0.000463917623568943,0.9554044829650318,0.0005585138758784104,0.8385137225903574,0.0077411058063672055,0.01,8,10,0.2,1e-05,256,5,4
raw_10,20250811_235100,0.9165127811633166,0.0010527852035255344,0.9174528500680543,0.00103001017839276,0.9981142145525708,0.00026626275657529196,0.9560849051367579,0.0005278692370752453,0.8290822913959397,0.006474130350574899,0.01,8,40,0.3,0.001,64,5,1
raw_10,20250811_235659,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7782631641794452,0.01838211587503182,0.001,8,5,0.3,0.001,128,3,4
raw_10,20250812_000152,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.81408117704054,0.011422189107716554,0.0001,4,5,0.3,1e-05,128,3,2
raw_10,20250812_001035,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7804678729134052,0.016486017301471496,0.001,16,5,0.3,0.0001,64,4,2
raw_10,20250812_001812,0.9185538231399569,0.000921867741656291,0.9246074610477558,0.0009744413248728944,0.991389432485323,0.0009718199810530532,0.9568338551554874,0.0004823214650572715,0.8439315176987862,0.00744763694819911,1e-05,16,20,0.05,0.0001,128,3,3
raw_10,20250812_005227,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.8236776927088154,0.008733754177495124,0.01,8,20,0.05,1e-05,32,1,2
raw_10,20250812_010538,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7786579461115293,0.017163526105864396,0.0001,32,10,0.1,1e-05,128,1,1
raw_10,20250812_011508,0.918229789582322,0.0013894322316388194,0.9283638165664849,0.0009144606416857885,0.9863013698630138,0.0006935986013028894,0.956455853066616,0.0007314432370632951,0.8390076043837217,0.006009145956758231,0.01,8,50,0.3,0.001,32,2,5
raw_10,20250812_013600,0.9182621467585284,0.001232592917396562,0.928683602302678,0.0010428700184886056,0.985945561288027,0.0016188312636295653,0.9564568976025821,0.0006719846297926945,0.8303196904425298,0.002070713229360329,0.0001,16,10,0.3,0.0001,64,3,2
raw_10,20250812_014937,0.9201736026000351,0.002010487132182181,0.928624451007491,0.001702291596684921,0.988293897882939,0.0008066738337487475,0.9575296482788989,0.0010400500793064462,0.849813325917461,0.005451211509277789,0.01,16,40,0.05,0.0001,256,4,1
raw_10,20250812_015337,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7901766558989277,0.018526793871910776,1e-05,4,10,0.05,0.001,128,5,4
raw_10,20250812_020746,0.9177114030603717,0.0015471800359084403,0.9287286340245142,0.0011996882342559128,0.9852339441380538,0.001000068978655411,0.9561465848417103,0.0008118110300326459,0.8311624235349473,0.005680468445559835,1e-05,32,20,0.2,0.0001,64,2,5
raw_10,20250812_024116,0.9148929492264688,0.0004376262477204493,0.9156830772130033,0.000671963991514707,0.9984700231275575,0.0004852581995013592,0.9552859573959959,0.000212433132223378,0.8384977421746649,0.007195428577604727,1e-05,32,40,0.2,1e-05,64,2,3
raw_10,20250812_033120,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7651129211995439,0.018267171883908567,1e-05,32,50,0.2,1e-05,64,2,3
raw_10,20250812_040053,0.9180030794418004,0.0015499512862531268,0.9205437086640152,0.0013268360815945702,0.9959082013876536,0.00025159465617736603,0.9567436926974604,0.0007907913983113788,0.8360771998887152,0.0056549563031277755,1e-05,32,20,0.2,0.001,64,2,5
raw_10,20250812_044049,0.9181326235955183,0.0011070326423040758,0.9219399461181534,0.00048101747793820353,0.9942714819427149,0.000852456755076368,0.9567404525184509,0.0005925059546481907,0.8431797080832016,0.006901369377525235,1e-05,32,50,0.2,0.0001,64,2,2
raw_10,20250812_052529,0.9164155679474199,0.0008344707567734873,0.9175535013018428,0.0007941854430200748,0.99786514855008,0.00029769081178940266,0.9560254002832588,0.0004193815485924951,0.8293889858316581,0.006826777601830589,1e-05,32,30,0.2,0.001,128,2,1
raw_10,20250812_054435,0.9202060122530108,0.0016775182773784807,0.9270003782438829,0.0017534424952281244,0.9903575876178616,0.0005781205055780821,0.9576310194401636,0.0008480372177460043,0.8482039999888661,0.003665985379732112,1e-05,32,10,0.2,0.001,256,4,4
raw_10,20250812_055925,0.9202383326954783,0.001627157740356509,0.9283139300790311,0.0015008377516334348,0.9887564490304218,0.000790824080088684,0.9575814955157348,0.0008352713484005656,0.8496497072528697,0.005192053046153972,1e-05,32,30,0.2,0.0001,256,5,2
raw_10,20250812_061321,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7916011854215351,0.022734665250593335,1e-05,32,30,0.2,0.0001,64,2,4
raw_10,20250812_072525,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.820659848853297,0.013085307200716307,1e-05,32,5,0.3,0.001,32,1,1
raw_10,20250812_081238,0.9192988725733364,0.0013600452672683531,0.9284154596458188,0.001278539019016987,0.9875111190179684,0.00013313137828765783,0.9570514608163869,0.0006925435761440194,0.8363452561376711,0.006627055818884236,1e-05,32,20,0.2,0.001,256,4,2
raw_10,20250812_083507,0.9148605500688468,0.0007263919073024016,0.9156530861351637,0.0007219546428255926,0.9984700231275575,0.00032996329818522403,0.9552697455089328,0.00036562335812714234,0.8370741066727387,0.009637498835556861,1e-05,32,5,0.1,1e-05,128,3,5
raw_10,20250812_090254,0.9180354576087145,0.0017619821717651807,0.9204913781993792,0.0014780438928885776,0.9960149439601494,0.00036632734890539487,0.9567645891667185,0.0008998748767494887,0.836102789045197,0.0059712692522069545,1e-05,32,10,0.05,1e-05,128,5,3
raw_10,20250812_092916,0.9146662023522083,0.0014434030841822844,0.9155286144694703,0.0011269482643405124,0.9983988614125601,0.0005953816235787721,0.9551693146761299,0.0007409188673952264,0.8376777200632839,0.006947549503930046,1e-05,32,40,0.1,0.0001,32,3,2
raw_10,20250812_102247,0.9200440322079322,0.0014270795607550146,0.9269023195480595,0.001574940173307727,0.9902864259028643,0.0005580639438305646,0.9575455667592992,0.0007172405310206844,0.8479788685052331,0.005418068270423988,1e-05,32,40,0.05,1e-05,32,4,4
raw_10,20250812_113454,0.915152152982798,0.0007775512984853173,0.9156239738629097,0.0008597543373911583,0.9988614125600426,0.00039939413486286666,0.9554328516508324,0.00038821469469516343,0.8364269276077815,0.009595328467789715,1e-05,32,30,0.05,0.001,128,1,5
raw_10,20250812_115757,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.8097601829969652,0.013605416514010947,1e-05,32,10,0.1,0.001,256,1,1
raw_10,20250812_121038,0.9188452581282449,0.001549303822477981,0.9295317152961436,0.0012291709595223122,0.9855897527130404,0.0008930724353681506,0.9567397319016614,0.000809420370543928,0.8352232085465563,0.00369227773351215,1e-05,32,5,0.3,0.0001,32,5,2
raw_10,20250812_131824,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.8300738808550039,0.007327608550146998,1e-05,32,50,0.3,1e-05,128,3,4
raw_10,20250813_110419,0.9105193305790376,7.225306987360846e-05,0.9105193305790376,7.225306987360846e-05,1.0,0.0,0.9531642151695099,3.959042219740875e-05,0.7884241988328664,0.019831965981480362,0.01,32,50,0.3,0.001,64,4,1
