reference,timestamp,mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1,mean_test_roc_auc,std_test_roc_auc,learning_rate,latent_dimensions,n_latent_samples,dropout,l2_reg,batch_size,encoder_layers_count,decoder_layers_count
raw_5,20250811_010609,0.9210535082711655,0.0029769302279971654,0.9297520076714217,0.0019321008466845122,0.9879078487214024,0.0015517961304253227,0.9579474012457678,0.001573006718753934,0.844462260783138,0.0057453827855779415,0.0001,8,10,0.1,0.0001,64,3,3
raw_5,20250811_012207,0.9138545937832105,0.000451394461709593,0.9140267763597361,0.0005197376489973008,0.9993535760170686,0.00030889880373213737,0.9547874582057261,0.0002233702217227298,0.8317985395913778,0.008696018325631742,0.01,32,50,0.3,0.001,64,4,1
raw_5,20250811_013005,0.9209496721008754,0.002540684328946141,0.9294672082140154,0.0016225420425971466,0.9881360072936708,0.0014753462168159662,0.9579034756641631,0.0013459372450720169,0.8444458819072121,0.006074196085783145,0.001,16,5,0.05,0.001,256,1,3
raw_5,20250811_013418,0.910185857520794,7.614523769915373e-06,0.910185857520794,7.614523769915373e-06,1.0,0.0,0.9529814639987151,4.173709313637445e-06,0.8003333192270811,0.01276960375238435,0.001,4,50,0.1,1e-05,64,1,4
raw_5,20250811_015028,0.910185857520794,7.614523769915373e-06,0.910185857520794,7.614523769915373e-06,1.0,0.0,0.9529814639987151,4.173709313637445e-06,0.8023626873465384,0.009434480544025311,1e-05,4,20,0.2,1e-05,32,1,4
raw_5,20250811_022244,0.918250189227285,0.0021457779336060663,0.9291823052346434,0.0020969894707043965,0.9852842095064986,0.0019548564012989342,0.9564082359537249,0.001127106548215445,0.8152438700201884,0.005429967899845613,1e-05,4,30,0.3,0.0001,128,2,5
raw_5,20250811_023543,0.9211573564207092,0.0015664109357557585,0.9274961099257008,0.001411218013255362,0.9908358150467386,0.0013356228743504922,0.9581189994031607,0.0008220347138081297,0.8434097145936701,0.00593219607137143,0.001,4,5,0.3,0.0001,256,2,3
raw_5,20250811_024018,0.9178001885654311,0.001651135248044981,0.9288355902954674,0.0008633567445847738,0.9851699892344611,0.0013004203951071291,0.9561733473992033,0.0008899489565032543,0.821463745838835,0.003922308408412261,0.0001,4,5,0.2,0.001,32,4,1
raw_5,20250811_025657,0.910185857520794,7.614523769915373e-06,0.910185857520794,7.614523769915373e-06,1.0,0.0,0.9529814639987151,4.173709313637445e-06,0.8002833291125325,0.012475374742708621,0.001,32,40,0.2,0.0001,64,2,5
raw_5,20250811_030915,0.910185857520794,7.614523769915373e-06,0.910185857520794,7.614523769915373e-06,1.0,0.0,0.9529814639987151,4.173709313637445e-06,0.8090695507165482,0.010731393344499482,0.01,8,10,0.2,1e-05,256,5,4
